title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Ribbon (film),tt6997642,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Ribbon_-_Poster.jpg/220px-Ribbon_-_Poster.jpg,https://en.wikipedia.org/wiki/Ribbon_(film),Ribbon,Ribbon,0,2017,106,Drama|Family,6.9,444,What's more difficult than parenthood? An unplanned one! Sahana and Karan  a young working married couple; discover how overwhelming parenthood can be; its consequent impact on their careers and everything else that used to be a priority. The film also touches important social issues like sexism  molestation and others.,A young working urban couple is overwhelmed with the birth of a baby girl and find that parenthood comes with its own challenges.,,Kalki Koechlin|Sumeet Vyas|,,3 November 2017 (USA)
Shaadi Mein Zaroor Aana,tt7469726,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Shaadi_Mein_Zaroor_Aana_-_Movie_Poster.jpg/220px-Shaadi_Mein_Zaroor_Aana_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Shaadi_Mein_Zaroor_Aana,Shaadi Mein Zaroor Aana,Shaadi Mein Zaroor Aana,0,2017,137,Drama|Family|Romance,7.6,10334,Satyendra aka Sattu (Rajkummar Rao) and Aarti (Kriti Kharbanda) meet for a proposed arranged marriage and fall in love in the process. On the night of their marriage  an unexpected turn of events turns their world upside down. Set in the backdrop of India's civil services  Shaadi Mein Zaroor Aana explores the challenges that Satyendra and Aarti face as a middle-class couple in India.,Satyendra aka Sattu (Rajkummar Rao) and Aarti (Kriti Kharbanda) meet for a proposed arranged marriage and fall in love in the process. On the night of their marriage  an unexpected turn of ...                    ,,Rajkummar Rao|Kriti Kharbanda|K.K. Raina|Alka Amin|Vipin Sharma|Govind Namdev|Navni Parihar|Nayani Dixit|Manoj Pahwa|Neha d Bhriguvanshi|Karanvir Sharma|Abhijeet Singh|Ashish Kapoor|,2 wins,10 November 2017 (India)
Jia Aur Jia,tt3338188,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Jia_aur_Jia_-_Poster.jpg/220px-Jia_aur_Jia_-_Poster.jpg,https://en.wikipedia.org/wiki/Jia_aur_Jia,Jia aur Jia,Jia aur Jia,0,2017,93,Drama,4.6,140,A story about two starkly different women that share the same name. Together  they embark on a life-changing journey heading towards the same fate.,A story about two starkly different women that share the same name. Together  they embark on a life-changing journey heading towards the same fate.,Life is short,Richa Chadha|Kalki Koechlin|Arslan Goni|,,27 October 2017 (India)
Qarib Qarib Singlle,tt7399470,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Qarib_Qarib_Singlle_poster.jpg/220px-Qarib_Qarib_Singlle_poster.jpg,https://en.wikipedia.org/wiki/Qarib_Qarib_Singlle,Qarib Qarib Singlle,Qarib Qarib Singlle,0,2017,125,Comedy|Romance,7,4707,Yogi and Jaya  who have polar opposite personalities and sensibilities  meet via a online dating app. This encounter turns into so much more when the two travel to Rishikesh.,Yogi and Jaya  who have polar opposite personalities and sensibilities  meet via a online dating app. This encounter turns into so much more when the two travel to Rishikesh.,,Irrfan Khan|Parvathy Thiruvothu|Bajrangbali Singh|,,10 November 2017 (USA)
Aksar 2,tt5784860,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Aksar_2_film_poster.jpg/220px-Aksar_2_film_poster.jpg,https://en.wikipedia.org/wiki/Aksar_2,Aksar 2,Aksar 2,0,2017,127,Crime|Drama|Mystery,3.7,363,A husband's plan to break up his marriage so that he can be with another woman backfires with unexpected consequences.,A husband's plan to break up his marriage so that he can be with another woman backfires with unexpected consequences.,How often do you see the Trap?,Zareen Khan|Gautam Rode|Lillete Dubey|Mukesh Hariawala|Abhinav Shukla|Sofia Hayat|S. Sreesanth|,,17 November 2017 (India)
Panchlait,tt7571718,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Poster_of_Panchlait_2017.jpg/220px-Poster_of_Panchlait_2017.jpg,https://en.wikipedia.org/wiki/Panchlait,Panchlait,Panchlait,0,2017,\N,Drama,8,45,"Set in either the 1950s or 1960s  Panchlait tells the story of a small village in North India that still has no electricity and its people live in darkness  engrossed in its own little sorrows and joys. Godhan  who belongs to the Mahato Tola of the village  is outcast from the village after he refuses to pay any part of his inheritance to the village and is falsely accused by Munri's mother for singing inappropriate Hindi songs for Munri. However  the day that the tola decides to celebrate by bringing in their own panchlight  the sarpanch realises that no one from the tola apart from Godhan knows how to light the petromax. Keeping aside his ego  the Sarpanch annuls Godhan's punishment and sends a word for him  who finally becomes a part of the tola and also helps the village in being lit up  becoming the hero in everyone's eyes. Panchlight (pronounced as ""panchlait"") written by Phanishwar Nath 'Renu' also known as Petromax is a kerosene lamp which uses paraffin in it and then a hand ...",Set in either the 1950s or 1960s  Panchlait tells the story of a small village in North India that still has no electricity and its people live in darkness  engrossed in its own little ...                    ,,Nayna Bandhopadhyay|Uma Basu|Punya Darshan Gupta|Ravi Jhankal|Brijendra Kala|Anuradha Mukherjee|Amitosh Nagpal|Pranay Narayan|Lalit Parimoo|Malini Sengupta|Rajesh Sharma|Yashpal Sharma|Iqbal Sultan|Punit Tiwari|,,17 November 2017 (India)
Tumhari Sulu,tt6791730,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Tumhari_Sulu_-_Poster.jpg/220px-Tumhari_Sulu_-_Poster.jpg,https://en.wikipedia.org/wiki/Tumhari_Sulu,Tumhari Sulu,Tumhari Sulu,0,2017,150,Comedy|Drama,7,4027,Vidya Balan (Sulochana a.k.a. Sulu) essays the role of a beautiful  enthusiastic and happy-go-lucky Mumbai housewife whose routine life changes when she unexpectedly lands herself with the exciting job of a night RJ (radio jockey) on a leading radio station.,Sulu is an ambitious housewife with a loving husband and a happy family. Things start changing for her when she accidentally lands a job as a radio jockey and her show becomes an instant hit.,,Vidya Balan|Manav Kaul|Neha Dhupia|Vijay Maurya|Malishka Mendonsa|Abhishek Sharrma|Mahesh Pillai|Sindhu Shekharan|Seema Taneja|Ajoy Chakraborty|Mandeep Kumar|Ayushmann Khurrana|Santanu Ghatak|Trupti Khamkar|,5 wins & 18 nominations,17 November 2017 (USA)
Julie 2,tt5743888,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Raai_Laxmi%27s-Julie_2_poster.jpg/220px-Raai_Laxmi%27s-Julie_2_poster.jpg,https://en.wikipedia.org/wiki/Julie_2,Julie 2,Julie 2,0,2017,159,Drama|Romance,2.5,250,A simple girl rises to be a big star  but the story of her success is not without its dark side.,A simple girl rises to be a big star  but the story of her success is not without its dark side.,Bold... beautiful... blessed.,Nishikant Kamat|Raai Laxmi|Rati Agnihotri|Ravi Kishan|Pankaj Tripathi|,,24 November 2017 (India)
Kadvi Hawa,tt6143422,https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Kadvi_Hawa_-_Poster.jpg/220px-Kadvi_Hawa_-_Poster.jpg,https://en.wikipedia.org/wiki/Kadvi_Hawa,Dark wind,Dark wind,0,2017,95,Drama,8,565,A blind old man and a young bank loan recovery agent  ironically both coming from two extreme weather conditions having zero contribution to the global climate change  fight for their survival. Once famous for it's farming  the people of Mahua region have forgotten the earthy scent of rain fall on their soil. Erratic and receding rainfall has led many farmers into debt traps set out as loans offered by banks. Unable to grow food grain anymore and to escape repayments  the only way out is sacrificing their own life. Blind father of a farmer fears his depressed son may commit suicide. Ruthless in his ways to repossess loans  a bank loan recovery agent arrives with a growing list of suicides attributed to him locally known as 'death god'. The father finds his son's life threatened the pressure of bank repayment. In case of the agent  fierce sea  regular floods and frequent cyclone threatens his family in far off coastal . The blind father meets the agent with a request to defer his son's...,A blind old man and a young bank loan recovery agent  ironically both coming from two extreme weather conditions having zero contribution to the global climate change  fight for their ...                    ,,Sanjay Mishra|Ranvir Shorey|Tillotama Shome|,1 nomination,24 November 2017 (India)
Firangi,tt7549484,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Firangi_-_Poster_1.jpg/220px-Firangi_-_Poster_1.jpg,https://en.wikipedia.org/wiki/Firangi,Firangi,Firangi,0,2017,158,Comedy|Drama,4.5,913,Manga  an unemployed young man from village Behrampur  was born with a healing gift through which he could cure anyone's backache. This unique ability of his helps him get the job of Orderly from British Officer Mark Daniels. During a visit to village Naku Guda for his friend Heera's wedding  Manga comes across Sargi and falls in love with her. Manga's parents visit Sargi's house with a marriage proposal but Lalaji  Sargi's grandfather  who is not happy with Manga working for the Britishers  refuses the proposal. Raja Inderveer Singh asks all the people of village Naku Guda to relocate to some other place as he intends to set up a Distillery there. Sensing an opportunity to impress Lalaji  Manga decides to help the villagers and complains about it to Officer Mark Daniels  unaware of the fact that his officer is in cahoots with Raja Inderveer Singh. An unsuspecting Manga is manipulated by Mark Daniels and Raja Inderveer Singh and ends up helping them deceive the villagers. Now the ...,When there are disputes in life  love overcomes all challenges and truth prevails. Set in the colonial era  Firangi is the story of a mutiny staged by the villagers against the Britishers.,,Kapil Sharma|Ishita Dutta|Monica Gill|Edward Sonnenblick|Kumud Mishra|Anjan Srivastav|Inaamulhaq|Rajesh Sharma|Jameel Khan|Jatinder Kaur|Vishal Om Prakash|Roshni Walia|Naisha Khanna|Sharan Makkar|,1 nomination,1 December 2017 (USA)
Fukrey Returns,tt6712014,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Fukrey_Returns.jpg/220px-Fukrey_Returns.jpg,https://en.wikipedia.org/wiki/Fukrey_Returns,Fukrey Returns,Fukrey Returns,0,2017,141,Comedy,6.5,4105,After sending Bholi Punjaban in jail Fukrey Boys Hunny Choocha Zafar and Lali are doing well their success in life still depends on Choocha's dreams.A frustrated Bholi is in jail since a year and cant arrange for her bail as her criminal activities have stopped and there is no source of income.Bholi contacts minister Babulal Bhatia to bail her out in returns Babulal tells her that she should pay him 10 Crore within 10 days of her release or else on 11th day she will be back in jail.Bholi tracks Hunny Choocha Zafar and Lali and tells them as they were responsible for her arrest they should arrange the bail amount by opening a fraud finance company which will benefit them as well as the people.But Babulal plays a part and puts the company into losses.Fukrey Boys now are on the run to save their lives from Bholi as well as the people who have invested in the company.,Just out of jail  a don is ready to get back at the four friends who conned her.,,Pulkit Samrat|Manjot Singh|Ali Fazal|Varun Sharma|Priya Anand|Vishakha Singh|Pankaj Tripathi|Richa Chadha|,,8 December 2017 (USA)
Monsoon Shootout,tt2198235,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Monsoon_shootout_film_poster.jpg/220px-Monsoon_shootout_film_poster.jpg,https://en.wikipedia.org/wiki/Monsoon_Shootout,Monsoon Shootout,Monsoon Shootout,0,2013,92,Action|Crime|Drama,6.5,801,As the raging monsoon lashes Mumbai  the commercial and underworld capital of India  the police struggle to keep up with the gangsters who are ever more emboldened. Adi  a principled rookie cop as his first assignment on the force  joins an elite  anti-extortion unit of the Mumbai police led by Khan  a cop in the 'Dirty Harry' mold. On his first evening on the job  Adi had planned to meet his ex flame Anu and to get back with her  but he misses the date when Khan has set up an ambush for a dreaded gangster. However  the ambush goes wrong and Adi chases Shiva  a seemingly armed and dangerous criminal into a dead-end alley. Unsure if Shiva is  indeed  the wanted gangster  Adi has a moment of reckoning; whether to shoot or not to shoot. Whatever his decision is  every decision will take him on a journey that pits him against a system which demands a compromise of his morals. As he lives through the dramatic consequences of each decision  he realizes that every choice has its price... and...,As heavy rains lash Mumbai  a cop on his first assignment faces a life altering decision when he must decide whether to shoot a suspect or not.,A rookie cop's moment of reckoning| to shoot or not to shoot!,Vijay Varma|Nawazuddin Siddiqui|Neeraj Kabi|Geetanjali Thapa|Farhan Mohammad Hanif Shaikh|Tannishtha Chatterjee|Sreejita De|R. Balasubramaniam|Iravati Harshe|Omkar Das Manikpuri|Jayant Gadekar|Prithvi Zutshi|Surya Mohan Kulshreshtha|Niranjan N. Asrani|,1 win & 7 nominations,15 December 2017 (India)
Ajji,tt6471054,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Ajji_Poster.jpg/220px-Ajji_Poster.jpg,https://en.wikipedia.org/wiki/Ajji,Ajji,Ajji,0,2017,104,Drama,7,602,Little Manda is found raped and dumped in a trash heap near her slum. Her parents are more concerned with survival than dignity. The cops are powerless to help as the rapist is a local politician's son. But Ajji won't accept this injustice.,Little Manda is found raped and dumped in a trash heap near her slum. Her parents are more concerned with survival than dignity. The cops are powerless to help as the rapist is a local ...                    ,A Dark Take on Red Riding Hood,Sushama Deshpande|Smita Tambe|Sharvani Suryavanshi|Abhishek Banerjee|Sadiya Siddiqui|Sudhir Pandey|Vikas Kumar|Manuj Sharma|,1 win & 1 nomination,24 November 2017 (India)
Chalk n Duster,tt4600778,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Chalk_and_Duster_Poster.jpg/220px-Chalk_and_Duster_Poster.jpg,https://en.wikipedia.org/wiki/Chalk_n_Duster,Chalk N Duster,Chalk N Duster,0,2016,130,Drama,6.5,564,CHALK N DUSTER is an emotional journey of two teachers Vidya ( Shabana Azmi) & Jyoti ( Juhi Chawla)   serving at a Mumbai - based High School. Their passion and love for teaching  bonds them in a special relationship with their students. Their gratification is good grades  moral values they strive to impart to students.However  in an evil turn of events  a wicked lady  Kamini Gupta ( Divya Dutta) gets appointed as the School Principal  who earlier worked in the capacity of a Supervisor. She is extremely cunning by nature and monopolizes on every opportunity she can find her hands on. In a bid to make profits for the school  she decides to fire experienced teachers to replace them with fresher teachers. The saved funds of which she can boastfully present to the school trustees  at the cost of quality education. Vidya suffers a sudden heart attack due to her dismissal from school. The school management threatens the staff to cut ties with Vidya. At such a time  Jyoti stands up for her ...,CHALK N DUSTER is an emotional journey of two teachers Vidya ( Shabana Azmi) & Jyoti ( Juhi Chawla)   serving at a Mumbai - based High School. Their passion and love for teaching  bonds ...                    ,,Richa Chadha|,,15 January 2016 (India)
Rebellious Flower,tt4659548,https://upload.wikimedia.org/wikipedia/en/b/b8/Rebellious_Flower_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Rebellious_Flower_(2016),Rebellious Flower,Rebellious Flower,0,2016,109,Biography|Drama,6.8,230,How the innocent and intrinsic questions of a child ripen into the inner rebellion of a youth  through which ultimately a rebellious flower blooms  who shares the fragrance unconditionally. The story is a bouquet of hand-picked flowers from the garden of an unending celebration. Inspired by the life of Osho  it's a first feature film on the spiritual guru Rajneesh Osho.,The film on the life of guru Osho Rajneesh and his spiritual journey to enlightenment.,The flight of the heart beyond mind| time and space,Prince Shah|Shashank Singh|Mantra|Shaneel Sinha|,1 win & 1 nomination,15 January 2016 (India)
Saankal,tt4844708,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Release_poster_of_movie_Saankal.jpg/220px-Release_poster_of_movie_Saankal.jpg,https://en.wikipedia.org/wiki/Saankal,Shackle,Shackle,0,2015,99,Drama,7.4,18,"In the middle of the Thar Desert of Rajasthan there was a village surrounded by its own rituals  Taboos & social obligations. There  any dilution in the blood due to inter-cast marriages resulted in violence. Boys were allowed to get girls from other community as there brides but their own community girls were aging. Worried by this  the leaders decided something weird. As per them  aging single girls were forced to marry boys of their children's age. Their belief was this way daughters of their community won't go outside & the boys will not be able to get girls from outside of their community  but kids like Kesar (11 Yrs) & young girls like Abeera (26 Years) became victims of this malpractice. The ill effects of this tradition have been conveyed through this film ""Saankal"" (Shackle).",The grim journey of the protagonists viz. Abeera (26 yrs) and Kesar (11 yrs) in under shade of this malpractice has been named SAANKAL (Shackle).,,Tanima Bhattacharya|Chetan Sharma|Harish Hariaudh|Jagat Singh|Samarth Shandilya|,,August 2015 (USA)
Airlift (film),tt4387040,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Airlift_poster.jpg/220px-Airlift_poster.jpg,https://en.wikipedia.org/wiki/Airlift_(film),Airlift,Airlift,0,2016,130,Drama|History,8,49498,It is in this scenario that Ranjit Katyal (played by Akshay Kumar)  a wealthy and powerful Indian businessman  who has always seen himself as a Kuwaiti  rather than an Indian  realizes that he no longer wields any influence on the Iraqis  and that he and his family are in as much danger as anyone else. Ranjit unknowingly becomes the man who all 170 000 Indians look up to for getting them out safely from Kuwait. Airlift is the story of Indians stranded in Kuwait during this traumatic time. A story of how they  with the help of Ranjit Katyal  managed to survive the Iraqi invasion  and against all odds traveled a thousand kilometers across the border into Amman  Jordan. From Amman  170 000 Indians were brought home by the largest and the most successful evacuation ever attempted by any country  in the history of the world. Over 59 days  the Indian government systematically flew over 488 Air India commercial flights into a war zone to evacuate all 170 000 Indians and safely bring them ...,When Iraq invades Kuwait in August  1990  a callous Indian businessman becomes the spokesperson for more than 170 000 stranded countrymen.,1|70|000 refugees. 488 flights. 59 days. 1 man,Akshay Kumar|Nimrat Kaur|Kumud Mishra|Prakash Belawadi|Inaamulhaq|Lena|Nissar Khan|Ninad Kamat|Kaizaad Kotwal|Feryna Wazheir|Ajay Kumar|Purab Kohli|Gunjan Malhotra|Pooja Nair|,3 wins & 4 nominations,22 January 2016 (USA)
Sallu Ki Shaadi,tt7722484,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Sallu_Ki_Shaadi_film_poster.jpg/220px-Sallu_Ki_Shaadi_film_poster.jpg,https://en.wikipedia.org/wiki/Sallu_ki_Shaadi,Sallu Ki Shaadi,Sallu Ki Shaadi,0,2017,109,Romance,3.9,28,Zeenat and Shahnawaz were a match made in movie theatre. They met in 1989  during a screening of Salman Khan's Maine Pyar Kiya  cupid struck swiftly and marital bliss followed. Everything was going well for the couple and their darling children Sallu and Ilmi until Shahnawaz lost his battle with cancer one fine day. Flash forward twenty years  and the time has come for Zeenat to honour Shahnawaz's final wish  which is to find a suitable girl for their son Sallu and get him hitched. The only problem is that Sallu is a die-hard fan of his namesake and has resolved that he will remain a bachelor for as long as his idol does.,Zeenat and Shahnawaz were a match made in movie theatre. They met in 1989  during a screening of Salman Khan's Maine Pyar Kiya  cupid struck swiftly and marital bliss followed. Everything ...                    ,,Zeenat Aman|Sandeep Anand|Asrani|Kashyap Barbhaya|Sandeep Bhadouria|Vishwa Bhanu|Gauhar Khan|Razak Khan|Kiran Kumar|Arshin Mehta|Vivek Modi|,,8 December 2017 (India)
Irudhi Suttru,tt5310090,https://upload.wikimedia.org/wikipedia/en/f/fe/Irudhi_Suttru.jpg,https://en.wikipedia.org/wiki/Saala_Khadoos,Saala Khadoos,Saala Khadoos,0,2016,109,Action|Drama|Sport,7.6,10507,An under-fire boxing coach  Prabhu is transferred from Hisar in Haryana to Chennai as his bosses at the Boxing Council do not like his disrespectful rule-breaking unconventional ways. In Chennai  he chances upon the raw fighting talent of Madhi  the sibling of aspiring boxer Lakshmi. He decides to put all his effort to tame Madhie and get her to shine but he is repeatedly put off by her playfulness & distrust.,The story of a former boxer who quits boxing following a fallout with the authorities over the underlying politics but goes on to coach a fisherwoman to fulfill his dream through her.,,Madhavan|Ritika Singh|Mumtaz Sorcar|Nassar|Radha Ravi|Zakir Hussain|Kaali Venkat|Baljinder Kaur|,9 wins & 2 nominations,29 January 2016 (USA)
Kyaa Kool Hain Hum 3,tt5290620,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Kyaa_Kool_Hain_Hum_3_Poster.jpg/200px-Kyaa_Kool_Hain_Hum_3_Poster.jpg,https://en.wikipedia.org/wiki/Kyaa_Kool_Hain_Hum_3,Kyaa Kool Hain Hum 3,Kyaa Kool Hain Hum 3,0,2016,124,Comedy,1.9,3899,A porn actor uses his fellow adult movie stars in creating a fake traditional family  in order to impress his girlfriend's conservative father.,A porn actor uses his fellow adult movie stars in creating a fake traditional family  in order to impress his girlfriend's conservative father.,India's 1st Porn-Com,Tusshar Kapoor|Aftab Shivdasani|Krishna Abhishek|Mandana Karimi|Shakti Kapoor|Darshan Jariwala|Sushmita Mukherjee|Meghna Naidu|Anand Vijay Kumar|Claudia Ciesla|Gizele Thakral|Danny Sura|Jimmy Moses|Gauhar Khan|,,22 January 2016 (USA)
Mastizaade,tt3726012,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Mastizaade_theatrical_poster.jpg/220px-Mastizaade_theatrical_poster.jpg,https://en.wikipedia.org/wiki/Mastizaade,Mastizaade,Mastizaade,0,2016,119,Comedy,2.3,2343,Two womanizing bachelors fall in love with twin sisters who run a sex addiction clinic.,Two womanizing bachelors fall in love with twin sisters who run a sex addiction clinic.,,Tusshar Kapoor|Vir Das|Sunny Leone|Asrani|Shaad Randhawa|Suresh Menon|Sushmita Mukherjee|Riteish Deshmukh|Harshada Kulkarni|Rina Charaniya|Vivek Vaswani|Karan Dewani|Kurush Deboo|Munish Makhija|,,29 January 2016 (USA)
Dil Jo Na Keh Saka,tt7585620,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Final_poster_of_Dil_Jo_Na_Keh_Saka.jpg/220px-Final_poster_of_Dil_Jo_Na_Keh_Saka.jpg,https://en.wikipedia.org/wiki/Dil_Jo_Na_Keh_Saka_(2017_Movie),Dil Jo Na Keh Saka,Dil Jo Na Keh Saka,0,2017,130,Romance,7,77,Starring Himansh Kohli and Priya Banerjee  a romantic drama that follows the story of two childhood friends who end up going separate ways to follow their dreams. Eventually  they return to their hometown where they chance across each other and soon discover that there is more to their relationship than just friendship.,Starring Himansh Kohli and Priya Banerjee  a romantic drama that follows the story of two childhood friends who end up going separate ways to follow their dreams. Eventually  they return to...                    ,,Himansh Kohli|Priya Banerjee|Bhuvnesh Mam|,,17 November 2017 (India)
Jugni (2016 film),tt3453964,https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Jugni_Bollywood_Film_Poster.jpg/220px-Jugni_Bollywood_Film_Poster.jpg,https://en.wikipedia.org/wiki/Jugni_(2016_film),Jugni,Jugni,0,2016,115,Drama,6.2,126,Jugni (Firefly) is the beat of the soul  the free-flying spirit. Jugni is Vibhavari (Vibs). Vibs is a music director  working on her first big break in the Hindi film industry. When work and home affairs  with her live-in boyfriend Sid hit a high tide  Vibs hits the road with a glint of hope; to find music. The journey takes her to a village in Punjab in the search of a Bibi Saroop  whose voice holds the promise that Vibs is searching for. But as the twist of fate would have it  Mastana  Bibi's son and a proficient singer himself  is the voice and man who winds his way into Vibs' heart. From here on  Jugni is about striking balances  making tough decisions while trying to soften the blows and dealing with the studied dramatic turns and unpredictabilities of life and finding the place which one can call home; home of the heart  where the firefly is at her brightest.,Jugni (Firefly) is the beat of the soul  the free-flying spirit. Jugni is Vibhavari (Vibs). Vibs is a music director  working on her first big break in the Hindi film industry. When work ...                    ,,Sadhana Singh|Sugandha Garg|Anurita Jha|Chandan Gill|Divya Unny|Samir Sharma|Davinder Daman|Jaswant Daman|Kartick Sitaraman|,,22 January 2016 (India)
Ghayal: Once Again,tt4683366,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Ghayal_Once_Again_%282016%29_-_Poster.jpg/220px-Ghayal_Once_Again_%282016%29_-_Poster.jpg,https://en.wikipedia.org/wiki/Ghayal_Once_Again,Ghayal Once Again,Ghayal Once Again,0,2016,127,Action|Drama,6.4,4707,Ajay Mehra (from previous Ghayal-1990)  after finishing off his life sentence  starts a newspaper called Satyakam. Still dealing with the haunting trauma of losing his loved ones  Ajay manages to make a credible name for himself in investigative journalism. Working with a strange team of RTI activists  ex-criminals and ilk; and even stranger ways of unearthing and presenting truth  Ajay Mehra has earned quite a fan following among the youths  who finds his fearless and unforgiving approach in dealing with all kinds of sociopaths very inspiring. Among his die hard fans are these four teenagers who happened to have received bravery medals from him once. These four friends once out on photography expedition  accidentally record a murder on a camera. The footage turns out to be explosive as it clearly shows two of the city's most powerful people involved in the murder. Well what happens after this is a series of twists and turns where the four kids get entangled and have to fight it out ...,When a video of his mentor's murder surfaces  an investigative journalist takes action to find those responsible.,,Sunny Deol|Soha Ali Khan|Om Puri|Aanchal Munjal|Narendra Jha|Manoj Joshi|Ramesh Deo|Tisca Chopra|Harsh Chhaya|Nadira Babbar|Rishabh Arora|Ruhanika Dhawan|Zakir Hussain|Sebastien Vandenberghe|,,5 February 2016 (India)
Fitoor,tt4399594,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Fitoor_Hindi_Film_Poster.jpg/220px-Fitoor_Hindi_Film_Poster.jpg,https://en.wikipedia.org/wiki/Fitoor,Obsession,Fitoor,0,2016,131,Drama|Romance,5.4,3991,A poor but talented Kashmiri boy Noor  is hired as a stable-keeper by Begum. He is deeply infatuated with her daughter Firdaus. Begum notices his actions and sends Firdaus to London. She asks Noor to become successful in order to win Firdaus' love. When he grows up  he becomes one of the most successful young artist of India. But Begum has another plans to demolish his desires.,Modern adaptation of Charles Dickens' Great Expectations; a poor but talented boy falls in love with a girl from an affluent family.,Yeh ishq nahin aasaan.,Aditya Roy Kapoor|Katrina Kaif|Tabu|Rahul Bhat|Lara Dutta|,2 nominations,12 February 2016 (USA)
Sanam Re,tt4262516,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Sanam_Re_movie_poster.jpg/220px-Sanam_Re_movie_poster.jpg,https://en.wikipedia.org/wiki/Sanam_Re,Sanam Re,Sanam Re,0,2016,120,Drama|Romance,3.1,2622,A man focused on his career finds solace when he reunites with his childhood sweetheart.,A man focused on his career finds solace when he reunites with his childhood sweetheart.,Never together... never apart.,Rishi Kapoor|Pulkit Samrat|Yami Gautam|Urvashi Rautela|Neel Tyagi|Delissa Mehra|Navya|Devansh Sharma|Anita Khosla|Prachee Shah Paandya|Ashish Kaul|Dayal|Shashwita Sharma|S.K. Batra|,1 nomination,12 February 2016 (India)
Direct Ishq,tt4340180,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Direct_Ishq_Poster.jpeg/220px-Direct_Ishq_Poster.jpeg,https://en.wikipedia.org/wiki/Direct_Ishq,Direct Ishq,Direct Ishq,0,2016,130,Action|Comedy|Romance,4,62,Direct Ishq is a love triangle where Dolly Pandey is the common love interest of Kabeer Bajpai an event organiser and Vicky Shukla President of Kashi Vidyapeeth.,Direct Ishq is a love triangle where Dolly Pandey is the common love interest of Kabeer Bajpai an event organiser and Vicky Shukla President of Kashi Vidyapeeth.,A Desi Love Story,Rajniesh Duggall|Nidhi Subbaiah|Arjun Bijlani|Rajesh Shringarpure|,,19 February 2016 (India)
Ishq Forever,tt4979160,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Ishq_Forever.jpg/220px-Ishq_Forever.jpg,https://en.wikipedia.org/wiki/Ishq_Forever,Ishq Forever,Ishq Forever,0,2016,125,Romance,3.8,89,The film stars Ruhi Singh as Rhea  a free-spirited girl  whose life turns upside down when her father gets appointed as the Prime Minister of India. The fiercely independent Rhea starts to feel stifled because of the security team that accompanies her wherever she goes and the young lady jumps at the chance of an adventure provided by a mysterious stranger Aryan Shekhawat (Krishna Chaturvedi)  who she runs off with while on a vacation in South Africa  much to the anguish of her security team led by RAW agents Lisa Ray and Jaaved Jaaferi. To know what happens next  you will have to watch the film.,The film stars Ruhi Singh as Rhea  a free-spirited girl  whose life turns upside down when her father gets appointed as the Prime Minister of India. The fiercely independent Rhea starts to ...                    ,,Krishna Chaturvedi|Ruhi Singh|Javed Jaffrey|Lisa Ray|,,19 February 2016 (India)
Loveshhuda,tt5209420,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Loveshhuda_Poster.jpg/220px-Loveshhuda_Poster.jpg,https://en.wikipedia.org/wiki/Loveshhuda,LoveShhuda,LoveShhuda,0,2016,133,Comedy|Romance,4.4,511,This story is about a man who drinks and wakes up in the morning with a girl whom he does not know. When he gradually starts to fall in love with her  he must choose between love and practicality.,This story is about a man who drinks and wakes up in the morning with a girl whom he does not know. When he gradually starts to fall in love with her  he must choose between love and practicality.,Love is complicated... but it's worth it.,Girish Taurani|Navneet Kaur Dhillon|Tisca Chopra|Naveen Kasturia|Sachin Khedekar|Benaf Dadachandji|Yash Pandit|,,19 February 2016 (India)
